crime,number,date,location,beat,neighborhood,npu,lat,long,Month,Day,Year
LARCENY-FROM VEHICLE,163031390,10/29/2016,851 CONSTITUTION RD SE,308,Leila Valley,Z,33.692370000000004,-84.36085,10,29,2016
BURGLARY-RESIDENCE,163031412,10/29/2016,1192 GARDENIA ST NW,105,Hunter Hills,K,33.7557,-84.42631999999999,10,29,2016
AGG ASSAULT,163031482,10/29/2016,88 CLAY ST SE,610,Kirkwood,O,33.75085,-84.33017,10,29,2016
LARCENY-FROM VEHICLE,163031512,10/29/2016,870 MAYSON TURNER RD NW,102,Vine City,L,33.756,-84.41629,10,29,2016
AUTO THEFT,163031544,10/29/2016,3414 PEACHTREE RD NE,208,North Buckhead,B,33.85085,-84.36416,10,29,2016
LARCENY-FROM VEHICLE,163031580,10/29/2016,588 TRABERT AVE NW,207,Loring Heights,E,33.79368,-84.40715,10,29,2016
LARCENY-NON VEHICLE,163031601,10/29/2016,1385 KENILWORTH DR SW,403,Venetian Hills,S,33.7172,-84.43444000000001,10,29,2016
LARCENY-FROM VEHICLE,163031613,10/29/2016,1587 HOWELL MILL RD NW,207,Berkeley Park,D,33.79835,-84.41575,10,29,2016
LARCENY-NON VEHICLE,163031628,10/29/2016,2841 GREENBRIAR PKWY SW @Multiple,411,Greenbriar,R,33.68677,-84.49773,10,29,2016
LARCENY-NON VEHICLE,163031632,10/29/2016,98 FORSYTH ST NW,512,Downtown,M,33.75197,-84.39395,10,29,2016
AUTO THEFT,163031653,10/29/2016,575 IRA ST SW,303,Mechanicsville,V,33.7391,-84.40013,10,29,2016
LARCENY-FROM VEHICLE,163031667,10/29/2016,3755 CARMIA DR SW,414,Princeton Lakes,P,33.65571,-84.50908000000001,10,29,2016
LARCENY-FROM VEHICLE,163031676,10/29/2016,707 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.8291,-84.36395,10,29,2016
LARCENY-NON VEHICLE,163031687,10/29/2016,1275 CAROLINE ST NE ,609,Edgewood,O,33.75674,-84.34619,10,29,2016
LARCENY-NON VEHICLE,163031698,10/29/2016,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773,10,29,2016
LARCENY-FROM VEHICLE,163031715,10/29/2016,3097 PIEDMONT RD NE,211,Peachtree Park,B,33.840340000000005,-84.36887,10,29,2016
LARCENY-NON VEHICLE,163031747,10/29/2016,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,10,29,2016
LARCENY-FROM VEHICLE,163031764,10/29/2016,634 MCAFEE ST NW,504,Downtown,M,33.768879999999996,-84.39454,10,29,2016
LARCENY-NON VEHICLE,163031774,10/29/2016,1380 ATLANTIC DR NW @ H&M-  ATLANTIC,501,Atlantic Station,E,33.79282,-84.39779,10,29,2016
LARCENY-FROM VEHICLE,163031817,10/29/2016,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85252,-84.36116,10,29,2016
LARCENY-NON VEHICLE,163031842,10/29/2016,855 GREENWOOD AVE NE,601,Virginia Highland,F,33.77659,-84.35947,10,29,2016
LARCENY-FROM VEHICLE,163031883,10/29/2016,128  POWELL ST SE,606,Cabbagetown,N,33.75114,-84.36601,10,29,2016
LARCENY-FROM VEHICLE,163031917,10/29/2016,125 10TH ST NE,503,Midtown,E,33.78152,-84.38306999999999,10,29,2016
LARCENY-FROM VEHICLE,163031982,10/29/2016,1077 JUNIPER ST NE,503,Midtown,E,33.78405,-84.382,10,29,2016
AGG ASSAULT,163031988,10/29/2016,205 DOLLAR MILL RD SW,407,Boulder Park,H,33.74926,-84.52804,10,29,2016
ROBBERY-PEDESTRIAN,163031996,10/29/2016,102 OLLIE ST NW,105,Washington Park,K,33.75799,-84.42286999999999,10,29,2016
LARCENY-FROM VEHICLE,163032006,10/29/2016,1048 WASHINGTON ST SW,304,Peoplestown,V,33.726490000000005,-84.39088000000001,10,29,2016
LARCENY-FROM VEHICLE,163032068,10/29/2016,1929 BREWER BLVD SW,306,Sylvan Hills,X,33.70189,-84.41226,10,29,2016
BURGLARY-RESIDENCE,163032073,10/29/2016,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067,10,29,2016
AUTO THEFT,163032111,10/29/2016,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149,10,29,2016
LARCENY-FROM VEHICLE,163032113,10/29/2016,65 MARTIN AVE SE,305,South Atlanta,Y,33.717040000000004,-84.38594,10,29,2016
LARCENY-NON VEHICLE,163032195,10/29/2016,1630 JONESBORO RD SE,307,Lakewood Heights,Y,33.70722,-84.37976,10,29,2016
LARCENY-NON VEHICLE,163032198,10/29/2016,710 PEACHTREE ST NE @HOWELL HOUSE,505,Midtown,E,33.77407,-84.38526,10,29,2016
LARCENY-FROM VEHICLE,163032209,10/29/2016,998 CHARLES ALLEN DR NE,502,Midtown,E,33.7816,-84.37292,10,29,2016
LARCENY-FROM VEHICLE,163032218,10/29/2016,1379 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80397,-84.43245,10,29,2016
LARCENY-FROM VEHICLE,163032221,10/29/2016,830 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77711,-84.35261,10,29,2016
BURGLARY-RESIDENCE,163032230,10/29/2016,70 MORELAND AVE SE,609,Edgewood,O,33.75161,-84.34891999999999,10,29,2016
LARCENY-NON VEHICLE,163032312,10/29/2016,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,10,29,2016
AUTO THEFT,163032492,10/29/2016,1176 CHATTAHOOCHEE AVE NW,203,Blandtown,D,33.80058,-84.42560999999999,10,29,2016
AUTO THEFT,163032509,10/29/2016,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,501,Atlantic Station,E,33.79282,-84.39779,10,29,2016
ROBBERY-PEDESTRIAN,163032659,10/29/2016,114 HUNNICUTT ST NW,504,Downtown,M,33.766529999999996,-84.3915,10,29,2016
ROBBERY-COMMERCIAL,163032663,10/29/2016,1655 MEMORIAL DR SE,610,Kirkwood,O,33.74718,-84.3338,10,29,2016
LARCENY-FROM VEHICLE,163032666,10/29/2016,461 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77303,-84.3719,10,29,2016
LARCENY-NON VEHICLE,163032673,10/29/2016,802 FREDERICA ST NE,601,Virginia Highland,F,33.776379999999996,-84.35566,10,29,2016
LARCENY-FROM VEHICLE,163032813,10/29/2016,918 AUSTIN AVE NE,602,Inman Park,N,33.76204,-84.35725,10,29,2016
AGG ASSAULT,163032831,10/29/2016,2060 GRANGE DR SE,308,Thomasville Heights,Z,33.69907,-84.35918000000001,10,29,2016
LARCENY-FROM VEHICLE,163032836,10/29/2016,MARTIN L KING JR DR NW / JOSEPH E LOWERY BLVD NW,102,Atlanta University Center,T,33.75472,-84.41755,10,29,2016
AUTO THEFT,163032863,10/29/2016,3901 CAMPBELLTON RD SW,412,Kings Forest,P,33.69231,-84.51621,10,29,2016
LARCENY-FROM VEHICLE,163032874,10/29/2016,847 PARSONS ST SW,101,Atlanta University Center,T,33.75092,-84.41535,10,29,2016
BURGLARY-RESIDENCE,163032904,10/29/2016,251 STOVALL ST SE,606,Reynoldstown,N,33.74709,-84.35455,10,29,2016
AGG ASSAULT,163032929,10/29/2016,925 CANTERBURY RD NE,210,Pine Hills,B,33.825070000000004,-84.35804,10,29,2016
ROBBERY-PEDESTRIAN,163032968,10/29/2016,800 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.82674,-84.36131,10,29,2016
AGG ASSAULT,163032979,10/29/2016,2440 PINE TREE RD,210,Lindbergh/Morosgo,B,33.823609999999995,-84.36726999999999,10,29,2016
LARCENY-FROM VEHICLE,163011824,10/28/2016,840 MARIETTA ST,504,Marietta Street Artery,E,33.775220000000004,-84.40691,10,28,2016
AGG ASSAULT,163020198,10/28/2016,1635 MORELAND AVE SE @FOXY LADY,607,Custer/McDonough/Guice,W,33.70941,-84.34994,10,28,2016
ROBBERY-PEDESTRIAN,163020271,10/28/2016,42 BOULEVARD NE,604,Sweet Auburn,M,33.75529,-84.37224,10,28,2016
ROBBERY-PEDESTRIAN,163020284,10/28/2016,2025 PEACHTREE RD NE @DARLINGTON APARTMEN,207,,E,33.80965,-84.39144,10,28,2016
BURGLARY-RESIDENCE,163020324,10/28/2016,116 STRATFORD DR NW,111,,I,33.758590000000005,-84.48895,10,28,2016
LARCENY-FROM VEHICLE,163020383,10/28/2016,3180 MATHIESON DR NE,208,Buckhead Forest,B,33.841440000000006,-84.3775,10,28,2016
LARCENY-FROM VEHICLE,163020405,10/28/2016,1812 PEACHTREE ST NW,207,Ardmore,E,33.80426,-84.39375,10,28,2016
AUTO THEFT,163020421,10/28/2016,164 ORMOND ST SE,304,Summerhill,V,33.7318,-84.38257,10,28,2016
LARCENY-FROM VEHICLE,163020460,10/28/2016,3177 PEACHTREE RD NE,206,Buckhead Village,B,33.841,-84.37550999999999,10,28,2016
AGG ASSAULT,163020624,10/28/2016,1192 PRINCESS AVE SW,403,Oakland City,S,33.72185,-84.42527,10,28,2016
AUTO THEFT,163020642,10/28/2016,2350 CAREY DR SE,310,Lakewood,Z,33.68967,-84.36971,10,28,2016
LARCENY-FROM VEHICLE,163020657,10/28/2016,2741 LAURENS CIR SW,409,Laurens Valley,R,33.70861,-84.47838,10,28,2016
LARCENY-FROM VEHICLE,163020687,10/28/2016,2833 FAIRLANE DR SE,312,Rosedale Heights,Z,33.677859999999995,-84.38125,10,28,2016
LARCENY-FROM VEHICLE,163020727,10/28/2016,3578 OAKSHIRE WAY SE,313,South River Gardens,Z,33.65716,-84.35095,10,28,2016
BURGLARY-NONRES,163020744,10/28/2016,188 14TH ST NE,502,Midtown,E,33.786570000000005,-84.3812,10,28,2016
LARCENY-NON VEHICLE,163020858,10/28/2016,160 TED TURNER DR NW ,508,Downtown,M,33.75934,-84.39009,10,28,2016
LARCENY-NON VEHICLE,163020895,10/28/2016,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276,10,28,2016
AUTO THEFT,163020933,10/28/2016,151 HOLLY RD NW,105,Hunter Hills,K,33.759440000000005,-84.43755999999999,10,28,2016
LARCENY-FROM VEHICLE,163021075,10/28/2016,1757 MELROSE DR SW,306,Sylvan Hills,X,33.706720000000004,-84.42054,10,28,2016
BURGLARY-NONRES,163021107,10/28/2016,3561 MARTIN L KING JR DR NW,111,Adamsville,H,33.75893,-84.50409,10,28,2016
LARCENY-FROM VEHICLE,163021136,10/28/2016,694 TARA CIR SE,313,South River Gardens,Z,33.66591,-84.36667,10,28,2016
LARCENY-NON VEHICLE,163021142,10/28/2016,3330 PIEDMONT RD NE @CALL BOX 19,208,Buckhead Forest,B,33.84564,-84.37462,10,28,2016
BURGLARY-NONRES,163021161,10/28/2016,3146 PEACHTREE RD NE,208,Buckhead Forest,B,33.840720000000005,-84.37735,10,28,2016
AUTO THEFT,163021211,10/28/2016,3030 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.680659999999996,-84.49371,10,28,2016
LARCENY-NON VEHICLE,163021278,10/28/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.846759999999996,-84.36211999999999,10,28,2016
BURGLARY-RESIDENCE,163021285,10/28/2016,3238 LANDINGS NORTH DR SW,414,Ben Hill,P,33.66574,-84.52113,10,28,2016
LARCENY-NON VEHICLE,163021305,10/28/2016,2442 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75095,-84.46728,10,28,2016
AUTO THEFT,163021315,10/28/2016,112 SCRUGGS CT NE,609,Edgewood,O,33.75675,-84.33688000000001,10,28,2016
AUTO THEFT,163021357,10/28/2016,375 AUBURN AVE NE,604,Sweet Auburn,M,33.7554,-84.37521,10,28,2016
LARCENY-NON VEHICLE,163021368,10/28/2016,1131 HUBBARD ST SW,302,Pittsburgh,V,33.72408,-84.40258,10,28,2016
LARCENY-NON VEHICLE,163021408,10/28/2016,2525 PIEDMONT RD NE ,211,Lindbergh/Morosgo,B,33.824,-84.36521,10,28,2016
LARCENY-FROM VEHICLE,163021444,10/28/2016,968 MEMORIAL DR SE,606,Reynoldstown,N,33.746759999999995,-84.35595,10,28,2016
LARCENY-NON VEHICLE,163021447,10/28/2016,1200 WHITE ST SW,402,West End,T,33.73492,-84.42756,10,28,2016
LARCENY-FROM VEHICLE,163021493,10/28/2016,898 OAK ST SW;,401,West End,T,33.74057,-84.41738000000001,10,28,2016
LARCENY-FROM VEHICLE,163021538,10/28/2016,3755 CARMIA DR SW,414,Princeton Lakes,P,33.65571,-84.50908000000001,10,28,2016
LARCENY-NON VEHICLE,163021581,10/28/2016,3755 CARMIA DR SW,414,Princeton Lakes,P,33.65571,-84.50908000000001,10,28,2016
AGG ASSAULT,163021599,10/28/2016,1350 MAYSON TURNER RD NW,106,Bankhead,K,33.76498,-84.43115,10,28,2016
LARCENY-FROM VEHICLE,163021602,10/28/2016,2085 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69845,-84.40819,10,28,2016
LARCENY-NON VEHICLE,163021619,10/28/2016,375 18TH ST NW,501,Atlantic Station,E,33.79303,-84.39921,10,28,2016
BURGLARY-RESIDENCE,163021639,10/28/2016,949 WASHINGTON ST SW,304,Peoplestown,V,33.72911,-84.39106,10,28,2016
BURGLARY-NONRES,163021740,10/28/2016,2115 MONROE DR NE,212,Piedmont Heights,F,33.81007,-84.3713,10,28,2016
LARCENY-NON VEHICLE,163021829,10/28/2016,1275 CAROLINE ST NE ,609,Edgewood,O,33.75674,-84.34619,10,28,2016
LARCENY-NON VEHICLE,163021899,10/28/2016,409 BISHOP ST NW,207,Loring Heights,E,33.794000000000004,-84.40135,10,28,2016
BURGLARY-RESIDENCE,163022002,10/28/2016,108 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67286,-84.38561999999999,10,28,2016
LARCENY-NON VEHICLE,163022011,10/28/2016,2231 CAMPBELLTON RD SW @ADAMS PARK BRANCH,409,Adams Park,R,33.705729999999996,-84.46168,10,28,2016
LARCENY-NON VEHICLE,163022012,10/28/2016,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.849109999999996,-84.37075,10,28,2016
BURGLARY-RESIDENCE,163022017,10/28/2016,921 WESTMORELAND CIR NW,110,West Highlands,G,33.789559999999994,-84.44919,10,28,2016
LARCENY-NON VEHICLE,163022158,10/28/2016,464 MORELAND AVE NE,602,Inman Park,N,33.76686,-84.34915,10,28,2016
LARCENY-NON VEHICLE,163022171,10/28/2016,887 W MARIETTA ST NW,103,English Avenue,L,33.78182,-84.41638,10,28,2016
LARCENY-NON VEHICLE,163022299,10/28/2016,3500 PEACHTREE RD NE @Multiple,208,North Buckhead,B,33.85302,-84.36278,10,28,2016
BURGLARY-RESIDENCE,163022301,10/28/2016,486 LYNHURST DR SW,406,Ivan Hill,I,33.7421,-84.49086,10,28,2016
LARCENY-NON VEHICLE,163022375,10/28/2016,3393 PEACHTREE RD NE ,210,Lenox,B,33.846759999999996,-84.36211999999999,10,28,2016
AUTO THEFT,163022440,10/28/2016,1544 PIEDMONT AVE NE @ANSLEY MALL,213,Piedmont Heights,F,33.79789,-84.37101,10,28,2016
BURGLARY-RESIDENCE,163022482,10/28/2016,2600 OLD HAPEVILLE RD SW,310,Browns Mill Park,Z,33.6835,-84.39366,10,28,2016
AUTO THEFT,163022491,10/28/2016,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68841,-84.48742,10,28,2016
LARCENY-NON VEHICLE,163022571,10/28/2016,125 10TH ST NE,503,Midtown,E,33.78152,-84.38306999999999,10,28,2016
LARCENY-NON VEHICLE,163022743,10/28/2016,388 GLENN ST,303,Mechanicsville,V,33.73794,-84.40066999999999,10,28,2016
AGG ASSAULT,163023030,10/28/2016,2652 FAIRLANE DR SE,310,Rosedale Heights,Z,33.682390000000005,-84.37996,10,28,2016
LARCENY-NON VEHICLE,163023049,10/28/2016,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902,10,28,2016
LARCENY-FROM VEHICLE,163023074,10/28/2016,1968 PEACHTREE RD NW,207,,E,33.81,-84.39583,10,28,2016
ROBBERY-PEDESTRIAN,163023080,10/28/2016,2000 DELOWE DR SW,410,Campbellton Road,R,33.70035,-84.45724,10,28,2016
ROBBERY-PEDESTRIAN,163023139,10/28/2016,770 DECKNER AVE SW @PERKERSON PARK,301,Capitol View,X,33.71208,-84.41314,10,28,2016
AUTO THEFT,163023150,10/28/2016,1081 ESTES DR,306,Sylvan Hills,X,33.698679999999996,-84.42475,10,28,2016
ROBBERY-PEDESTRIAN,163023218,10/28/2016,1332 BREWSTER ST SW,403,Oakland City,S,33.71597,-84.42565,10,28,2016
LARCENY-FROM VEHICLE,163023222,10/28/2016,3660 CAMP CREEK PKWY SW,414,Princeton Lakes,P,33.65486,-84.50787,10,28,2016
LARCENY-FROM VEHICLE,163023289,10/28/2016,3097 PIEDMONT RD NE,211,Peachtree Park,B,33.840340000000005,-84.36887,10,28,2016
LARCENY-FROM VEHICLE,163023295,10/28/2016,1487 HANOVER WEST DR NW,204,Hanover West,C,33.821940000000005,-84.43491999999999,10,28,2016
ROBBERY-PEDESTRIAN,163023306,10/28/2016,215 E COURT DR SW,412,Midwest Cascade,Q,33.73114,-84.53090999999999,10,28,2016
LARCENY-FROM VEHICLE,163023333,10/28/2016,1936 PIEDMONT CIR NE,212,Piedmont Heights,F,33.80965,-84.36831,10,28,2016
AGG ASSAULT,163023437,10/28/2016,777 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77361,-84.36187,10,28,2016
LARCENY-NON VEHICLE,163023465,10/28/2016,490 WHITEHALL ST SW,507,Castleberry Hill,M,33.74348,-84.40341,10,28,2016
LARCENY-FROM VEHICLE,163023466,10/28/2016,2 17TH ST NE,502,Midtown,E,33.79204,-84.38763,10,28,2016
BURGLARY-RESIDENCE,163023487,10/28/2016,766 ALFRED RD NW,114,Carroll Heights,H,33.775420000000004,-84.51128,10,28,2016
AUTO THEFT,163028047,10/28/2016,100 HARTSFIELD CENTRE PKWY,701,,X,33.65488,-84.42754000000001,10,28,2016
LARCENY-NON VEHICLE,163013418,10/28/2016,1559 JOHNSON RD NW,110,Rockdale,G,33.787690000000005,-84.43737,10,28,2016
HOMICIDE,163023015091,10/28/2016,1891 MARKONE ST NW,107,Grove Park,J,33.77,-84.44895,10,28,2016
LARCENY-NON VEHICLE,162822635,10/28/2016,1 BUCKHEAD LOOP,210,North Buckhead,B,33.849109999999996,-84.37075,10,28,2016
LARCENY-NON VEHICLE,163018018,10/27/2016,6000 NORTH TERMINAL PKWY,704,,,33.63751,-84.44824,10,27,2016
BURGLARY-RESIDENCE,163003420,10/27/2016,180 JACKSON STREET,604,Sweet Auburn,M,33.75932,-84.37442,10,27,2016
BURGLARY-RESIDENCE,163011918,10/27/2016,1669 N OLYMPIAN WAY SW,404,Westview,T,33.736540000000005,-84.44247,10,27,2016
LARCENY-FROM VEHICLE,163011921,10/27/2016,1720 MARIETTA BLVD NW,203,Hills Park,D,33.80169,-84.43644,10,27,2016
LARCENY-FROM VEHICLE,163012054,10/27/2016,100 6TH ST NE,505,Midtown,E,33.77756,-84.38417,10,27,2016
LARCENY-FROM VEHICLE,163012125,10/27/2016,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017,10,27,2016
LARCENY-NON VEHICLE,163012141,10/27/2016,1046 NORTHSIDE DR NW,501,Home Park,E,33.78347,-84.40756999999999,10,27,2016
LARCENY-NON VEHICLE,163012175,10/27/2016,3399 PEACHTREE RD NE ,210,Lenox,B,33.8491,-84.36379000000001,10,27,2016
LARCENY-FROM VEHICLE,163012220,10/27/2016,349 DECATUR ST SE,604,Sweet Auburn,M,33.74993,-84.37706,10,27,2016
LARCENY-FROM VEHICLE,163012230,10/27/2016,3350 PEACHTREE RD NE,208,North Buckhead,B,33.84792,-84.36849000000001,10,27,2016
LARCENY-NON VEHICLE,163012269,10/27/2016,820 JAMES JACKSON PKWY NW,113,Brookview Heights,G,33.77733,-84.47414,10,27,2016
LARCENY-FROM VEHICLE,163012365,10/27/2016,227 COURTLAND ST NE,509,Downtown,M,33.760670000000005,-84.38354,10,27,2016
BURGLARY-RESIDENCE,163012418,10/27/2016,85 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.672909999999995,-84.39153,10,27,2016
LARCENY-FROM VEHICLE,163012425,10/27/2016,950 E PACES FERRY RD NE,210,Buckhead Heights,B,33.8468,-84.35638,10,27,2016
BURGLARY-RESIDENCE,163012433,10/27/2016,990 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70825,-84.35915,10,27,2016
LARCENY-FROM VEHICLE,163012464,10/27/2016,880 GLENWOOD AVE SE,606,Grant Park,W,33.74058,-84.35903,10,27,2016
LARCENY-FROM VEHICLE,163012543,10/27/2016,304 OAKLAND AVE SE,605,Grant Park,W,33.74638,-84.37465999999999,10,27,2016
AGG ASSAULT,163012554,10/27/2016,2075 DONALD LEE HOLLOWELL PKWY NW,109,Grove Park,J,33.776759999999996,-84.45342,10,27,2016
LARCENY-NON VEHICLE,163012571,10/27/2016,3393 PEACHTREE RD NE @Multiple,210,Lenox,B,33.846759999999996,-84.36211999999999,10,27,2016
LARCENY-FROM VEHICLE,163012591,10/27/2016,885 W PEACHTREE ST NE,505,Midtown,E,33.77783,-84.38651999999999,10,27,2016
LARCENY-NON VEHICLE,163012628,10/27/2016,762 PEARCE ST,301,Adair Park,V,33.72912,-84.41258,10,27,2016
LARCENY-NON VEHICLE,163012637,10/27/2016,400 FAIRBURN RD SW,407,Fairburn Mays,H,33.74366,-84.50936,10,27,2016
LARCENY-FROM VEHICLE,163012785,10/27/2016,60 ANDREW YOUNG INTERNA BLVD NE,509,Downtown,M,33.75991,-84.38521999999999,10,27,2016
LARCENY-NON VEHICLE,163012803,10/27/2016,2681 BROWNS MILL RD SE,310,Browns Mill Park,Z,33.68176,-84.38473,10,27,2016
AUTO THEFT,163012837,10/27/2016,345 LANIER ST NW,107,Grove Park,J,33.76449,-84.4392,10,27,2016
LARCENY-FROM VEHICLE,163010081,10/27/2016,150 CLEVELAND AVE SW,311,Glenrose Heights,Z,33.68067,-84.39401,10,27,2016
LARCENY-NON VEHICLE,163010124,10/27/2016,2020 BOLTON RD NW,203,Riverside,D,33.81125,-84.47594000000001,10,27,2016
BURGLARY-RESIDENCE,163010146,10/27/2016,1488 AVON AVE SW,403,Venetian Hills,S,33.72226,-84.43666,10,27,2016
LARCENY-FROM VEHICLE,163010251,10/27/2016,360 MARIETTA ST NW,507,Downtown,M,33.76269,-84.39702,10,27,2016
LARCENY-FROM VEHICLE,163010433,10/27/2016,3157 PEACHTREE RD NE,206,Buckhead Village,B,33.84012,-84.37669,10,27,2016
LARCENY-FROM VEHICLE,163010434,10/27/2016,898 OAK ST SW,401,West End,T,33.73794,-84.41735,10,27,2016
AUTO THEFT,163010696,10/27/2016,1469 EZRA CHURCH DR NW,105,Hunter Hills,K,33.7568,-84.43549,10,27,2016
LARCENY-NON VEHICLE,163010719,10/27/2016,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74349,-84.50968,10,27,2016
BURGLARY-NONRES,163010723,10/27/2016,1331 METROPOLITAN PKWY SW,301,Capitol View,X,33.71841,-84.40811,10,27,2016
LARCENY-FROM VEHICLE,163010764,10/27/2016,411 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77237,-84.3738,10,27,2016
AUTO THEFT,163010866,10/27/2016,187 MOURY AVE SW,305,The Villages at Carver,Y,33.71484,-84.38975,10,27,2016
LARCENY-FROM VEHICLE,163010894,10/27/2016,3180 MATHIESON DR NE,208,Buckhead Forest,B,33.841640000000005,-84.3772,10,27,2016
BURGLARY-RESIDENCE,163010918,10/27/2016,1727 PIPER CIR SE,612,East Atlanta,W,33.72692,-84.3312,10,27,2016
AGG ASSAULT,163011005,10/27/2016,1412 RICHLAND RD SW,402,Oakland City,S,33.73061,-84.43399000000001,10,27,2016
LARCENY-NON VEHICLE,163011014,10/27/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,10,27,2016
LARCENY-NON VEHICLE,163011026,10/27/2016,3496 DONALD LEE HOLLOWELL PKWY NW,114,Bankhead Courts,H,33.79417,-84.50274,10,27,2016
LARCENY-FROM VEHICLE,163011053,10/27/2016,3625 LYNFIELD DR SW,406,West Manor,I,33.73663,-84.49943,10,27,2016
LARCENY-NON VEHICLE,163011164,10/27/2016,2429 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75246,-84.46669,10,27,2016
LARCENY-NON VEHICLE,163011192,10/27/2016,2031 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70028,-84.40818,10,27,2016
LARCENY-NON VEHICLE,163011336,10/27/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.846759999999996,-84.36211999999999,10,27,2016
LARCENY-FROM VEHICLE,163011360,10/27/2016,1000 MARIETTA ST NW,504,Marietta Street Artery,E,33.779140000000005,-84.41116,10,27,2016
AUTO THEFT,163011382,10/27/2016,3240 WEST MANOR PARK,406,West Manor,I,33.73557,-84.49217,10,27,2016
LARCENY-FROM VEHICLE,163011657,10/27/2016,949 IMAGE AVE NW,501,Home Park,E,33.781040000000004,-84.40987,10,27,2016
LARCENY-NON VEHICLE,163011702,10/27/2016,2720 METROPOLITAN PKWY SW,311,Hammond Park,X,33.68067,-84.4072,10,27,2016
AUTO THEFT,163012890,10/27/2016,2841 GREENBRIAR PKWY,411,Greenbriar,R,33.68845,-84.49328,10,27,2016
LARCENY-FROM VEHICLE,163013001,10/27/2016,241 RALPH MCGILL BLVD NE,604,Old Fourth Ward,M,33.76332,-84.38124,10,27,2016
LARCENY-FROM VEHICLE,163013022,10/27/2016,500 10TH ST NE @BELTLINE BUSINESS,502,,E,33.78223,-84.36922,10,27,2016
BURGLARY-RESIDENCE,163013107,10/27/2016,3787 MARTIN L KING JR DR NW,114,Old Gordon,H,33.76733,-84.51217,10,27,2016
AGG ASSAULT,163013157,10/27/2016,3200 LENOX RD NE ,210,Pine Hills,B,33.84279,-84.35985,10,27,2016
LARCENY-FROM VEHICLE,163013235,10/27/2016,1055 BRADY AVE NW,501,Home Park,E,33.78294,-84.41296,10,27,2016
ROBBERY-PEDESTRIAN,163013257,10/27/2016,1002 PEEPLES ST SW,402,Oakland City,S,33.72726,-84.42236,10,27,2016
LARCENY-FROM VEHICLE,163013263,10/27/2016,4429 ROSWELL RD NE,209,North Buckhead,B,33.87622,-84.38013000000001,10,27,2016
LARCENY-FROM VEHICLE,163013299,10/27/2016,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.77795,-84.40849,10,27,2016
LARCENY-FROM VEHICLE,163013341,10/27/2016,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.8201,-84.36480999999999,10,27,2016
LARCENY-NON VEHICLE,163013351,10/27/2016,2959 CAMPBELLTON RD SW,409,Southwest,R,33.697309999999995,-84.48504,10,27,2016
ROBBERY-PEDESTRIAN,163013373,10/27/2016,1999 CAMPBELLTON RD SW,408,Venetian Hills,S,33.70799,-84.45455,10,27,2016
ROBBERY-PEDESTRIAN,163000120,10/27/2016,1136 NW CRESANT AVE NW,509,Midtown,E,33.78575,-84.38450999999999,10,27,2016
LARCENY-FROM VEHICLE,163000130,10/26/2016,712 MAIDEN LN NE ,601,Virginia Highland,F,33.77467,-84.36327,10,26,2016
AGG ASSAULT,163000141,10/26/2016,930 HALL ST NW,109,Almond Park,G,33.78054,-84.46593,10,26,2016
